name,batch_id,open,close,volume,item_url
M4A4 | 龍王 (Dragon King) (Factory New),2025-08-31 12:00:00,509.5,509.5,123,https://buff.163.com/market/goods?game=csgo&goods_id=35353
M4A4 | 龍王 (Dragon King) (Factory New),2026-01-10 12:00:00,747.0,747.0,248,https://buff.163.com/market/goods?game=csgo&goods_id=35353
M4A4 | 龍王 (Dragon King) (Factory New),2026-01-16 12:00:00,696.5,696.5,251,https://buff.163.com/market/goods?game=csgo&goods_id=35353
M4A4 | 龍王 (Dragon King) (Factory New),2026-01-22 12:00:00,648.0,648.0,262,https://buff.163.com/market/goods?game=csgo&goods_id=35353
M4A4 | 龍王 (Dragon King) (Factory New),2026-01-28 12:00:00,679.0,679.0,256,https://buff.163.com/market/goods?game=csgo&goods_id=35353
M4A4 | 龍王 (Dragon King) (Factory New),2026-02-03 12:00:00,659.48,659.48,280,https://buff.163.com/market/goods?game=csgo&goods_id=35353
M4A4 | 龍王 (Dragon King) (Factory New),2026-02-09 12:00:00,648.5,648.5,280,https://buff.163.com/market/goods?game=csgo&goods_id=35353
M4A4 | 龍王 (Dragon King) (Factory New),2026-02-15 12:00:00,648.49,648.49,291,https://buff.163.com/market/goods?game=csgo&goods_id=35353
M4A4 | 龍王 (Dragon King) (Factory New),2026-02-21 12:00:00,699.5,699.5,247,https://buff.163.com/market/goods?game=csgo&goods_id=35353
M4A4 | 龍王 (Dragon King) (Factory New),2026-02-27 12:00:00,669.5,669.5,270,https://buff.163.com/market/goods?game=csgo&goods_id=35353
M4A4 | 龍王 (Dragon King) (Factory New),2026-03-04 12:00:00,680.0,680.0,254,https://buff.163.com/market/goods?game=csgo&goods_id=35353
M4A4 | 龍王 (Dragon King) (Factory New),2026-03-06 12:00:00,684.99,684.99,257,https://buff.163.com/market/goods?game=csgo&goods_id=35353
M4A4 | 龍王 (Dragon King) (Factory New),2026-03-07 12:00:00,682.5,682.5,258,https://buff.163.com/market/goods?game=csgo&goods_id=35353
M4A4 | 龍王 (Dragon King) (Factory New),2026-03-10 12:00:00,675.99,675.99,257,https://buff.163.com/market/goods?game=csgo&goods_id=35353
M4A4 | 龍王 (Dragon King) (Factory New),2026-03-12 12:00:00,698.88,698.88,241,https://buff.163.com/market/goods?game=csgo&goods_id=35353
M4A4 | 龍王 (Dragon King) (Factory New),2026-03-13 12:00:00,700.0,700.0,242,https://buff.163.com/market/goods?game=csgo&goods_id=35353
M4A4 | 龍王 (Dragon King) (Factory New),2026-03-16 12:00:00,758.9,758.9,213,https://buff.163.com/market/goods?game=csgo&goods_id=35353
M4A4 | 龍王 (Dragon King) (Factory New),2026-03-18 12:00:00,826.0,826.0,174,https://buff.163.com/market/goods?game=csgo&goods_id=35353
M4A4 | 龍王 (Dragon King) (Factory New),2026-03-19 12:00:00,835.0,835.0,176,https://buff.163.com/market/goods?game=csgo&goods_id=35353
M4A4 | 龍王 (Dragon King) (Factory New),2026-03-22 12:00:00,916.0,916.0,169,https://buff.163.com/market/goods?game=csgo&goods_id=35353
M4A4 | 龍王 (Dragon King) (Factory New),2026-03-24 12:00:00,939.0,939.0,126,https://buff.163.com/market/goods?game=csgo&goods_id=35353
M4A4 | 龍王 (Dragon King) (Factory New),2026-03-25 12:00:00,945.0,945.0,155,https://buff.163.com/market/goods?game=csgo&goods_id=35353
M4A4 | 龍王 (Dragon King) (Factory New),2026-03-28 12:00:00,898.5,898.5,137,https://buff.163.com/market/goods?game=csgo&goods_id=35353
M4A4 | 龍王 (Dragon King) (Factory New),2026-03-30 12:00:00,890.0,890.0,156,https://buff.163.com/market/goods?game=csgo&goods_id=35353
M4A4 | 龍王 (Dragon King) (Factory New),2026-03-31 12:00:00,909.5,909.5,141,https://buff.163.com/market/goods?game=csgo&goods_id=35353
M4A4 | 龍王 (Dragon King) (Factory New),2026-04-03 12:00:00,859.0,859.0,158,https://buff.163.com/market/goods?game=csgo&goods_id=35353
M4A4 | 龍王 (Dragon King) (Factory New),2026-04-05 12:00:00,824.0,824.0,172,https://buff.163.com/market/goods?game=csgo&goods_id=35353
M4A4 | 龍王 (Dragon King) (Factory New),2026-04-06 12:00:00,824.0,824.0,172,https://buff.163.com/market/goods?game=csgo&goods_id=35353
M4A4 | 龍王 (Dragon King) (Factory New),2026-04-09 12:00:00,820.0,820.0,171,https://buff.163.com/market/goods?game=csgo&goods_id=35353
M4A4 | 龍王 (Dragon King) (Factory New),2026-04-11 12:00:00,778.99,778.99,188,https://buff.163.com/market/goods?game=csgo&goods_id=35353
M4A4 | 龍王 (Dragon King) (Factory New),2026-04-12 12:00:00,794.0,794.0,183,https://buff.163.com/market/goods?game=csgo&goods_id=35353
M4A4 | 龍王 (Dragon King) (Factory New),2026-04-15 12:00:00,715.0,715.0,203,https://buff.163.com/market/goods?game=csgo&goods_id=35353
M4A4 | 龍王 (Dragon King) (Factory New),2026-04-17 12:00:00,679.99,679.99,200,https://buff.163.com/market/goods?game=csgo&goods_id=35353
M4A4 | 龍王 (Dragon King) (Factory New),2026-04-18 12:00:00,723.5,723.5,200,https://buff.163.com/market/goods?game=csgo&goods_id=35353
M4A4 | 龍王 (Dragon King) (Factory New),2026-04-21 12:00:00,650.0,650.0,194,https://buff.163.com/market/goods?game=csgo&goods_id=35353
M4A4 | 龍王 (Dragon King) (Factory New),2026-04-23 12:00:00,678.0,678.0,193,https://buff.163.com/market/goods?game=csgo&goods_id=35353
M4A4 | 龍王 (Dragon King) (Factory New),2026-04-24 12:00:00,699.99,699.99,173,https://buff.163.com/market/goods?game=csgo&goods_id=35353
M4A4 | 龍王 (Dragon King) (Factory New),2026-04-27 12:00:00,688.97,688.97,193,https://buff.163.com/market/goods?game=csgo&goods_id=35353
M4A4 | 龍王 (Dragon King) (Factory New),2026-04-29 12:00:00,678.0,678.0,196,https://buff.163.com/market/goods?game=csgo&goods_id=35353
M4A4 | 龍王 (Dragon King) (Factory New),2026-04-30 12:00:00,699.0,699.0,191,https://buff.163.com/market/goods?game=csgo&goods_id=35353
M4A4 | 龍王 (Dragon King) (Factory New),2026-05-03 12:00:00,680.0,680.0,204,https://buff.163.com/market/goods?game=csgo&goods_id=35353
M4A4 | 龍王 (Dragon King) (Factory New),2026-05-05 12:00:00,652.71,652.71,214,https://buff.163.com/market/goods?game=csgo&goods_id=35353
M4A4 | 龍王 (Dragon King) (Factory New),2026-05-06 12:00:00,658.0,658.0,213,https://buff.163.com/market/goods?game=csgo&goods_id=35353
M4A4 | 龍王 (Dragon King) (Factory New),2026-05-09 12:00:00,614.5,614.5,213,https://buff.163.com/market/goods?game=csgo&goods_id=35353
M4A4 | 龍王 (Dragon King) (Factory New),2026-05-11 12:00:00,595.0,595.0,226,https://buff.163.com/market/goods?game=csgo&goods_id=35353
M4A4 | 龍王 (Dragon King) (Factory New),2026-05-12 12:00:00,590.0,590.0,228,https://buff.163.com/market/goods?game=csgo&goods_id=35353
M4A4 | 龍王 (Dragon King) (Factory New),2026-05-15 12:00:00,559.5,559.5,215,https://buff.163.com/market/goods?game=csgo&goods_id=35353
M4A4 | 龍王 (Dragon King) (Factory New),2026-05-18 12:00:00,579.5,586.49,223,https://buff.163.com/market/goods?game=csgo&goods_id=35353
M4A4 | 龍王 (Dragon King) (Factory New),2026-05-21 12:00:00,530.0,530.0,228,https://buff.163.com/market/goods?game=csgo&goods_id=35353
M4A4 | 龍王 (Dragon King) (Factory New),2026-05-24 12:00:00,472.98,424.5,236,https://buff.163.com/market/goods?game=csgo&goods_id=35353
M4A4 | 龍王 (Dragon King) (Factory New),2026-05-27 12:00:00,450.0,450.0,216,https://buff.163.com/market/goods?game=csgo&goods_id=35353
M4A4 | 龍王 (Dragon King) (Factory New),2026-05-30 12:00:00,490.0,490.0,228,https://buff.163.com/market/goods?game=csgo&goods_id=35353
M4A4 | 龍王 (Dragon King) (Factory New),2026-06-02 12:00:00,500.0,500.0,204,https://buff.163.com/market/goods?game=csgo&goods_id=35353
M4A4 | 龍王 (Dragon King) (Factory New),2026-06-03 12:00:00,587.4,587.4,214,https://buff.163.com/market/goods?game=csgo&goods_id=35353
M4A4 | 龍王 (Dragon King) (Factory New),2026-06-04 12:00:00,570.0,570.0,221,https://buff.163.com/market/goods?game=csgo&goods_id=35353
M4A4 | 龍王 (Dragon King) (Factory New),2026-06-05 12:00:00,599.49,597.0,208,https://buff.163.com/market/goods?game=csgo&goods_id=35353
M4A4 | 龍王 (Dragon King) (Factory New),2026-06-06 12:00:00,599.0,599.0,202,https://buff.163.com/market/goods?game=csgo&goods_id=35353
M4A4 | 龍王 (Dragon King) (Factory New),2026-06-07 12:00:00,574.5,574.5,215,https://buff.163.com/market/goods?game=csgo&goods_id=35353
M4A4 | 龍王 (Dragon King) (Factory New),2026-06-08 12:00:00,640.0,640.0,209,https://buff.163.com/market/goods?game=csgo&goods_id=35353
M4A4 | 龍王 (Dragon King) (Factory New),2026-06-09 12:00:00,640.0,640.0,209,https://buff.163.com/market/goods?game=csgo&goods_id=35353
M4A4 | 龍王 (Dragon King) (Factory New),2026-06-10 12:00:00,598.5,598.5,217,https://buff.163.com/market/goods?game=csgo&goods_id=35353
M4A4 | 龍王 (Dragon King) (Factory New),2026-06-11 12:00:00,596.0,593.5,214,https://buff.163.com/market/goods?game=csgo&goods_id=35353
M4A4 | 龍王 (Dragon King) (Factory New),2026-06-12 12:00:00,554.0,554.0,222,https://buff.163.com/market/goods?game=csgo&goods_id=35353
M4A4 | 龍王 (Dragon King) (Factory New),2026-06-13 12:00:00,588.0,588.0,215,https://buff.163.com/market/goods?game=csgo&goods_id=35353
M4A4 | 龍王 (Dragon King) (Factory New),2026-06-14 12:00:00,577.87,577.87,221,https://buff.163.com/market/goods?game=csgo&goods_id=35353
M4A4 | 龍王 (Dragon King) (Factory New),2026-06-15 12:00:00,564.48,564.48,240,https://buff.163.com/market/goods?game=csgo&goods_id=35353
M4A4 | 龍王 (Dragon King) (Factory New),2026-06-16 12:00:00,550.0,550.0,219,https://buff.163.com/market/goods?game=csgo&goods_id=35353
M4A4 | 龍王 (Dragon King) (Factory New),2026-06-17 12:00:00,524.46,550.0,227,https://buff.163.com/market/goods?game=csgo&goods_id=35353
M4A4 | 龍王 (Dragon King) (Factory New),2026-06-18 12:00:00,552.0,552.0,227,https://buff.163.com/market/goods?game=csgo&goods_id=35353
M4A4 | 龍王 (Dragon King) (Factory New),2026-06-19 12:00:00,500.0,500.0,225,https://buff.163.com/market/goods?game=csgo&goods_id=35353
M4A4 | 龍王 (Dragon King) (Factory New),2026-06-20 12:00:00,507.0,507.0,236,https://buff.163.com/market/goods?game=csgo&goods_id=35353
M4A4 | 龍王 (Dragon King) (Factory New),2026-06-21 12:00:00,507.5,507.5,237,https://buff.163.com/market/goods?game=csgo&goods_id=35353
M4A4 | 龍王 (Dragon King) (Factory New),2026-06-22 12:00:00,553.84,553.84,227,https://buff.163.com/market/goods?game=csgo&goods_id=35353
M4A4 | 龍王 (Dragon King) (Factory New),2026-06-23 12:00:00,553.84,552.5,227,https://buff.163.com/market/goods?game=csgo&goods_id=35353
M4A4 | 龍王 (Dragon King) (Factory New),2026-06-24 12:00:00,559.5,559.5,220,https://buff.163.com/market/goods?game=csgo&goods_id=35353
M4A4 | 龍王 (Dragon King) (Factory New),2026-06-25 12:00:00,554.0,554.0,237,https://buff.163.com/market/goods?game=csgo&goods_id=35353
M4A4 | 龍王 (Dragon King) (Factory New),2026-06-26 12:00:00,553.0,553.0,234,https://buff.163.com/market/goods?game=csgo&goods_id=35353
M4A4 | 龍王 (Dragon King) (Factory New),2026-06-27 12:00:00,544.4,544.4,230,https://buff.163.com/market/goods?game=csgo&goods_id=35353
M4A4 | 龍王 (Dragon King) (Factory New),2026-06-28 12:00:00,532.0,532.0,228,https://buff.163.com/market/goods?game=csgo&goods_id=35353
M4A4 | 龍王 (Dragon King) (Factory New),2026-06-29 12:00:00,529.9,507.49,234,https://buff.163.com/market/goods?game=csgo&goods_id=35353
M4A4 | 龍王 (Dragon King) (Factory New),2026-06-30 12:00:00,517.48,517.48,249,https://buff.163.com/market/goods?game=csgo&goods_id=35353
M4A4 | 龍王 (Dragon King) (Factory New),2026-07-01 12:00:00,505.8,505.8,254,https://buff.163.com/market/goods?game=csgo&goods_id=35353
M4A4 | 龍王 (Dragon King) (Factory New),2026-07-02 12:00:00,500.0,500.0,250,https://buff.163.com/market/goods?game=csgo&goods_id=35353
M4A4 | 龍王 (Dragon King) (Factory New),2026-07-03 12:00:00,500.0,500.0,253,https://buff.163.com/market/goods?game=csgo&goods_id=35353
M4A4 | 龍王 (Dragon King) (Factory New),2026-07-04 12:00:00,495.0,495.0,255,https://buff.163.com/market/goods?game=csgo&goods_id=35353
M4A4 | 龍王 (Dragon King) (Factory New),2026-07-05 12:00:00,495.0,494.0,255,https://buff.163.com/market/goods?game=csgo&goods_id=35353
M4A4 | 龍王 (Dragon King) (Factory New),2026-07-06 12:00:00,494.49,494.49,259,https://buff.163.com/market/goods?game=csgo&goods_id=35353
M4A4 | 龍王 (Dragon King) (Factory New),2026-07-07 12:00:00,485.0,485.0,256,https://buff.163.com/market/goods?game=csgo&goods_id=35353
M4A4 | 龍王 (Dragon King) (Factory New),2026-07-08 12:00:00,494.0,494.0,254,https://buff.163.com/market/goods?game=csgo&goods_id=35353
M4A4 | 龍王 (Dragon King) (Factory New),2026-07-09 12:00:00,496.5,496.5,257,https://buff.163.com/market/goods?game=csgo&goods_id=35353
M4A4 | 龍王 (Dragon King) (Factory New),2026-07-10 12:00:00,478.0,478.0,259,https://buff.163.com/market/goods?game=csgo&goods_id=35353
M4A4 | 龍王 (Dragon King) (Factory New),2026-07-11 12:00:00,478.0,477.0,259,https://buff.163.com/market/goods?game=csgo&goods_id=35353
M4A4 | 龍王 (Dragon King) (Factory New),2026-07-12 12:00:00,485.5,485.5,255,https://buff.163.com/market/goods?game=csgo&goods_id=35353
M4A4 | 龍王 (Dragon King) (Factory New),2026-07-13 12:00:00,480.0,480.0,255,https://buff.163.com/market/goods?game=csgo&goods_id=35353
M4A4 | 龍王 (Dragon King) (Factory New),2026-07-14 12:00:00,478.5,478.5,276,https://buff.163.com/market/goods?game=csgo&goods_id=35353
M4A4 | 龍王 (Dragon King) (Factory New),2026-07-15 12:00:00,478.39,478.39,252,https://buff.163.com/market/goods?game=csgo&goods_id=35353
M4A4 | 龍王 (Dragon King) (Factory New),2026-07-16 12:00:00,474.5,474.5,280,https://buff.163.com/market/goods?game=csgo&goods_id=35353
M4A4 | 龍王 (Dragon King) (Factory New),2026-07-17 12:00:00,469.25,469.0,278,https://buff.163.com/market/goods?game=csgo&goods_id=35353
M4A4 | 龍王 (Dragon King) (Factory New),2026-07-18 12:00:00,469.25,469.25,278,https://buff.163.com/market/goods?game=csgo&goods_id=35353
M4A4 | 龍王 (Dragon King) (Factory New),2026-07-19 12:00:00,460.0,460.0,284,https://buff.163.com/market/goods?game=csgo&goods_id=35353
M4A4 | 龍王 (Dragon King) (Factory New),2026-07-20 12:00:00,449.0,449.0,280,https://buff.163.com/market/goods?game=csgo&goods_id=35353
M4A4 | 龍王 (Dragon King) (Factory New),2026-07-21 12:00:00,439.99,439.99,284,https://buff.163.com/market/goods?game=csgo&goods_id=35353
M4A4 | 龍王 (Dragon King) (Factory New),2026-07-22 12:00:00,456.15,456.15,284,https://buff.163.com/market/goods?game=csgo&goods_id=35353
M4A4 | 龍王 (Dragon King) (Factory New),2026-07-23 12:00:00,466.0,458.0,278,https://buff.163.com/market/goods?game=csgo&goods_id=35353
M4A4 | 龍王 (Dragon King) (Factory New),2026-07-24 12:00:00,466.0,466.0,278,https://buff.163.com/market/goods?game=csgo&goods_id=35353
M4A4 | 龍王 (Dragon King) (Factory New),2026-07-25 12:00:00,465.4,465.4,278,https://buff.163.com/market/goods?game=csgo&goods_id=35353
M4A4 | 龍王 (Dragon King) (Factory New),2026-07-26 12:00:00,463.96,463.96,293,https://buff.163.com/market/goods?game=csgo&goods_id=35353
M4A4 | 龍王 (Dragon King) (Factory New),2026-07-27 12:00:00,458.0,458.0,294,https://buff.163.com/market/goods?game=csgo&goods_id=35353
M4A4 | 龍王 (Dragon King) (Factory New),2026-07-28 12:00:00,448.0,448.0,281,https://buff.163.com/market/goods?game=csgo&goods_id=35353
M4A4 | 龍王 (Dragon King) (Factory New),2026-07-29 12:00:00,448.0,448.0,281,https://buff.163.com/market/goods?game=csgo&goods_id=35353
M4A4 | 龍王 (Dragon King) (Factory New),2026-07-30 12:00:00,428.5,445.88,289,https://buff.163.com/market/goods?game=csgo&goods_id=35353
M4A4 | 龍王 (Dragon King) (Factory New),2026-07-31 12:00:00,413.0,413.0,293,https://buff.163.com/market/goods?game=csgo&goods_id=35353
M4A4 | 龍王 (Dragon King) (Factory New),2026-08-01 12:00:00,411.0,424.0,294,https://buff.163.com/market/goods?game=csgo&goods_id=35353
M4A4 | 龍王 (Dragon King) (Factory New),2026-08-02 12:00:00,438.3,420.0,273,https://buff.163.com/market/goods?game=csgo&goods_id=35353
M4A4 | 龍王 (Dragon King) (Factory New),2026-08-03 12:00:00,428.5,399.5,288,https://buff.163.com/market/goods?game=csgo&goods_id=35353
M4A4 | 龍王 (Dragon King) (Factory New),2026-08-04 12:00:00,399.5,399.5,285,https://buff.163.com/market/goods?game=csgo&goods_id=35353
M4A4 | 龍王 (Dragon King) (Factory New),2026-08-05 12:00:00,419.0,406.5,276,https://buff.163.com/market/goods?game=csgo&goods_id=35353
M4A4 | 龍王 (Dragon King) (Factory New),2026-08-06 12:00:00,427.0,422.5,267,https://buff.163.com/market/goods?game=csgo&goods_id=35353
M4A4 | 龍王 (Dragon King) (Factory New),2026-08-07 12:00:00,422.5,420.0,269,https://buff.163.com/market/goods?game=csgo&goods_id=35353
M4A4 | 龍王 (Dragon King) (Factory New),2026-08-08 12:00:00,420.0,419.0,275,https://buff.163.com/market/goods?game=csgo&goods_id=35353
M4A4 | 龍王 (Dragon King) (Factory New),2026-08-09 12:00:00,419.0,412.0,276,https://buff.163.com/market/goods?game=csgo&goods_id=35353
M4A4 | 龍王 (Dragon King) (Factory New),2026-08-10 12:00:00,413.0,409.59,276,https://buff.163.com/market/goods?game=csgo&goods_id=35353
M4A4 | 龍王 (Dragon King) (Factory New),2026-08-11 12:00:00,407.5,395.0,276,https://buff.163.com/market/goods?game=csgo&goods_id=35353
M4A4 | 龍王 (Dragon King) (Factory New),2026-08-12 12:00:00,395.0,385.8,296,https://buff.163.com/market/goods?game=csgo&goods_id=35353
M4A4 | 龍王 (Dragon King) (Factory New),2026-08-13 12:00:00,387.8,381.38,300,https://buff.163.com/market/goods?game=csgo&goods_id=35353
M4A4 | 龍王 (Dragon King) (Factory New),2026-08-14 12:00:00,381.88,383.38,296,https://buff.163.com/market/goods?game=csgo&goods_id=35353
M4A4 | 龍王 (Dragon King) (Factory New),2026-08-15 12:00:00,384.88,379.0,286,https://buff.163.com/market/goods?game=csgo&goods_id=35353
M4A4 | 龍王 (Dragon King) (Factory New),2026-08-16 12:00:00,380.0,367.5,275,https://buff.163.com/market/goods?game=csgo&goods_id=35353
M4A4 | 龍王 (Dragon King) (Factory New),2026-08-17 12:00:00,366.9,365.5,280,https://buff.163.com/market/goods?game=csgo&goods_id=35353
M4A4 | 龍王 (Dragon King) (Factory New),2026-08-18 12:00:00,367.5,377.0,270,https://buff.163.com/market/goods?game=csgo&goods_id=35353
M4A4 | 龍王 (Dragon King) (Factory New),2026-08-19 12:00:00,378.0,376.0,268,https://buff.163.com/market/goods?game=csgo&goods_id=35353
M4A4 | 龍王 (Dragon King) (Factory New),2026-08-20 12:00:00,374.0,369.5,266,https://buff.163.com/market/goods?game=csgo&goods_id=35353
M4A4 | 龍王 (Dragon King) (Factory New),2026-08-21 12:00:00,382.0,395.0,266,https://buff.163.com/market/goods?game=csgo&goods_id=35353
M4A4 | 龍王 (Dragon King) (Factory New),2026-08-22 12:00:00,384.5,400.0,257,https://buff.163.com/market/goods?game=csgo&goods_id=35353
M4A4 | 龍王 (Dragon King) (Factory New),2026-08-23 12:00:00,417.99,414.99,252,https://buff.163.com/market/goods?game=csgo&goods_id=35353
M4A4 | 龍王 (Dragon King) (Factory New),2026-08-24 12:00:00,404.5,392.5,274,https://buff.163.com/market/goods?game=csgo&goods_id=35353
M4A4 | 龍王 (Dragon King) (Factory New),2026-08-25 12:00:00,392.5,387.5,261,https://buff.163.com/market/goods?game=csgo&goods_id=35353
M4A4 | 龍王 (Dragon King) (Factory New),2026-08-26 12:00:00,384.5,384.5,252,https://buff.163.com/market/goods?game=csgo&goods_id=35353
M4A4 | 龍王 (Dragon King) (Factory New),2026-08-27 12:00:00,389.98,397.0,254,https://buff.163.com/market/goods?game=csgo&goods_id=35353
M4A4 | 龍王 (Dragon King) (Factory New),2026-08-28 12:00:00,396.0,410.0,242,https://buff.163.com/market/goods?game=csgo&goods_id=35353
M4A4 | 龍王 (Dragon King) (Factory New),2026-08-29 12:00:00,435.5,438.0,217,https://buff.163.com/market/goods?game=csgo&goods_id=35353
M4A4 | 龍王 (Dragon King) (Factory New),2026-08-30 12:00:00,431.5,435.0,229,https://buff.163.com/market/goods?game=csgo&goods_id=35353
M4A4 | 龍王 (Dragon King) (Factory New),2026-08-31 12:00:00,446.88,446.88,211,https://buff.163.com/market/goods?game=csgo&goods_id=35353
Operation Broken Fang Case,2025-08-31 12:00:00,64.6,64.6,1589,https://buff.163.com/market/goods?game=csgo&goods_id=835343
Operation Broken Fang Case,2025-09-04 12:00:00,70.9,70.9,1597,https://buff.163.com/market/goods?game=csgo&goods_id=835343
Operation Broken Fang Case,2025-09-10 12:00:00,69.0,69.0,1411,https://buff.163.com/market/goods?game=csgo&goods_id=835343
Operation Broken Fang Case,2025-09-16 12:00:00,67.7,67.7,1759,https://buff.163.com/market/goods?game=csgo&goods_id=835343
Operation Broken Fang Case,2025-09-22 12:00:00,65.0,65.0,1807,https://buff.163.com/market/goods?game=csgo&goods_id=835343
Operation Broken Fang Case,2025-09-28 12:00:00,64.95,64.95,1671,https://buff.163.com/market/goods?game=csgo&goods_id=835343
Operation Broken Fang Case,2025-10-04 12:00:00,66.4,66.4,1730,https://buff.163.com/market/goods?game=csgo&goods_id=835343
Operation Broken Fang Case,2025-10-11 12:00:00,67.0,67.0,1888,https://buff.163.com/market/goods?game=csgo&goods_id=835343
Operation Broken Fang Case,2025-10-17 12:00:00,67.0,67.0,1881,https://buff.163.com/market/goods?game=csgo&goods_id=835343
Operation Broken Fang Case,2025-10-23 12:00:00,45.6,45.6,1521,https://buff.163.com/market/goods?game=csgo&goods_id=835343
Operation Broken Fang Case,2025-10-29 12:00:00,42.8,42.8,1382,https://buff.163.com/market/goods?game=csgo&goods_id=835343
Operation Broken Fang Case,2025-11-04 12:00:00,48.7,48.7,1860,https://buff.163.com/market/goods?game=csgo&goods_id=835343
Operation Broken Fang Case,2025-11-10 12:00:00,46.3,46.3,2048,https://buff.163.com/market/goods?game=csgo&goods_id=835343
Operation Broken Fang Case,2025-11-16 12:00:00,45.69,45.69,2171,https://buff.163.com/market/goods?game=csgo&goods_id=835343
Operation Broken Fang Case,2025-11-22 12:00:00,45.7,45.7,2124,https://buff.163.com/market/goods?game=csgo&goods_id=835343
Operation Broken Fang Case,2025-11-28 12:00:00,60.0,60.0,1399,https://buff.163.com/market/goods?game=csgo&goods_id=835343
Operation Broken Fang Case,2025-12-04 12:00:00,56.95,56.95,1992,https://buff.163.com/market/goods?game=csgo&goods_id=835343
Operation Broken Fang Case,2025-12-10 12:00:00,52.0,52.0,1549,https://buff.163.com/market/goods?game=csgo&goods_id=835343
Operation Broken Fang Case,2025-12-16 12:00:00,51.59,51.59,1536,https://buff.163.com/market/goods?game=csgo&goods_id=835343
Operation Broken Fang Case,2025-12-23 12:00:00,53.62,53.62,1729,https://buff.163.com/market/goods?game=csgo&goods_id=835343
Operation Broken Fang Case,2025-12-29 12:00:00,52.67,52.67,1752,https://buff.163.com/market/goods?game=csgo&goods_id=835343
Operation Broken Fang Case,2026-01-04 12:00:00,53.23,53.23,1738,https://buff.163.com/market/goods?game=csgo&goods_id=835343
Operation Broken Fang Case,2026-01-10 12:00:00,51.11,51.11,1643,https://buff.163.com/market/goods?game=csgo&goods_id=835343
Operation Broken Fang Case,2026-01-16 12:00:00,51.98,51.98,1742,https://buff.163.com/market/goods?game=csgo&goods_id=835343
